Family	Mapped	Family_name	Genes	Molecular_function	Bio_process	Cell_component	Protein_class	Interpro
PTHR45229:SF3	VIBCH|EnsemblGenome=VC_A1063|UniProtKB=Q9KKN9	CONSTITUTIVE ORNITHINE DECARBOXYLASE	8	anion binding(GO:0043168);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);organic cyclic compound binding(GO:0097159);small molecule binding(GO:0036094)		cytosol(GO:0005829)		
PTHR33755:SF5	"VIBCH|EnsemblGenome=VC_A0489|UniProtKB=Q9KM92,VIBCH|EnsemblGenome=VC_A0423|UniProtKB=Q9KMD8"	SUBFAMILY NOT NAMED	7					
PTHR35335:SF1	VIBCH|EnsemblGenome=VC_2696|UniProtKB=Q9KNN5	UPF0716 PROTEIN FXSA	16					
PTHR32194:SF0	VIBCH|EnsemblGenome=VC_2675|UniProtKB=Q9KNQ6	ATP-DEPENDENT PROTEASE SUBUNIT HSLV	29				protease(PC00190)	
PTHR42923:SF17	VIBCH|EnsemblGenome=VC_1120|UniProtKB=Q9KSY6	SUBFAMILY NOT NAMED	29					
PTHR22893:SF55	VIBCH|EnsemblGenome=VC_A0998|UniProtKB=Q9KKV2	SUBFAMILY NOT NAMED	2			cytosol(GO:0005829)	oxidoreductase(PC00176)	
PTHR43840:SF35	VIBCH|EnsemblGenome=VC_2690|UniProtKB=Q9KNP1	FERROUS-IRON EFFLUX PUMP FIEF	21	efflux transmembrane transporter activity(GO:0015562);iron ion transmembrane transporter activity(GO:0005381);secondary active transmembrane transporter activity(GO:0015291)	cellular divalent inorganic cation homeostasis(GO:0072503);cellular iron ion homeostasis(GO:0006879);divalent metal ion transport(GO:0070838)	plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR21299:SF2	VIBCH|EnsemblGenome=VC_1916|UniProtKB=Q9KQT2	CYTIDYLATE KINASE	35	"kinase activity(GO:0016301);ligase activity(GO:0016874);phosphotransferase activity, phosphate group as acceptor(GO:0016776)"	amide biosynthetic process(GO:0043604);carboxylic acid biosynthetic process(GO:0046394);cellular amino acid metabolic process(GO:0006520);cellular modified amino acid metabolic process(GO:0006575);coenzyme biosynthetic process(GO:0009108);monocarboxylic acid metabolic process(GO:0032787);nucleoside monophosphate metabolic process(GO:0009123);nucleotide biosynthetic process(GO:0009165);organonitrogen compound biosynthetic process(GO:1901566)	cytosol(GO:0005829)	kinase(PC00137);ligase(PC00142)	
PTHR43876:SF8	VIBCH|EnsemblGenome=VC_2475|UniProtKB=Q9KP98	2-OCTAPRENYL-6-METHOXYPHENOL HYDROXYLASE	8	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705)"	ubiquinone biosynthetic process(GO:0006744)		oxygenase(PC00177)	
PTHR30255:SF2	VIBCH|EnsemblGenome=VC_2417|UniProtKB=Q9KPF1	SINGLE-STRANDED-DNA-SPECIFIC EXONUCLEASE RECJ	53					
PTHR23429:SF10	VIBCH|EnsemblGenome=VC_A0896|UniProtKB=Q9KL52	"GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 1, CHLOROPLASTIC"	77	oxidoreductase activity(GO:0016491)	monosaccharide metabolic process(GO:0005996)		dehydrogenase(PC00092)	
PTHR30126:SF25	VIBCH|EnsemblGenome=VC_1706|UniProtKB=Q9KRD6	HTH-TYPE TRANSCRIPTIONAL REGULATOR METR	9					
PTHR12905:SF7	VIBCH|EnsemblGenome=VC_2433|UniProtKB=Q9KPD7	"3',5'-CYCLIC ADENOSINE MONOPHOSPHATE PHOSPHODIESTERASE CPDA"	10		cell wall organization(GO:0071555)		hydrolase(PC00121)	
PTHR30632:SF0	VIBCH|EnsemblGenome=VC_A0726|UniProtKB=Q9KLL7	MOLYBDATE-BINDING PROTEIN MODA	20			outer membrane-bounded periplasmic space(GO:0030288);plasma membrane(GO:0005886)		
PTHR36511:SF3	VIBCH|EnsemblGenome=VC_A0469|UniProtKB=Q9KMA5	SUBFAMILY NOT NAMED	9				Lambda repressor-like transcription factor(PC00245)	
PTHR30053:SF14	VIBCH|EnsemblGenome=VC_1209|UniProtKB=Q9KSP7	ELONGATION FACTOR P-LIKE PROTEIN	7	RNA binding(GO:0003723)	formation of translation initiation ternary complex(GO:0001677);translational elongation(GO:0006414);translational termination(GO:0006415)	cytoplasm(GO:0005737)		
PTHR14226:SF40	VIBCH|EnsemblGenome=VC_0603|UniProtKB=Q9KUB9	SUBFAMILY NOT NAMED	4				esterase(PC00097)	
PTHR30474:SF2	VIBCH|EnsemblGenome=VC_2402|UniProtKB=Q9KPG6	PEPTIDOGLYCAN GLYCOSYLTRANSFERASE FTSW-RELATED	32	carbohydrate derivative transmembrane transporter activity(GO:1901505)	cell division(GO:0051301);cell morphogenesis(GO:0000902);nitrogen compound transport(GO:0071705);regulation of cell shape(GO:0008360)	cell division site(GO:0032153);integral component of plasma membrane(GO:0005887)		
PTHR30244:SF27	VIBCH|EnsemblGenome=VC_0244|UniProtKB=Q9KVA5	SUBFAMILY NOT NAMED	12	anion binding(GO:0043168);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);organic cyclic compound binding(GO:0097159);small molecule binding(GO:0036094);transferase activity(GO:0016740)	polysaccharide biosynthetic process(GO:0000271)			
PTHR30093:SF18	VIBCH|EnsemblGenome=VC_2730|UniProtKB=P45773	TYPE II SECRETION SYSTEM PROTEIN G-RELATED	43					
PTHR13696:SF52	VIBCH|EnsemblGenome=VC_2773|UniProtKB=Q9KNG6	SUBFAMILY NOT NAMED	51					
PTHR42941:SF1	"VIBCH|EnsemblGenome=VC_A0144|UniProtKB=Q9KN22,VIBCH|EnsemblGenome=VC_0430|UniProtKB=Q9KUT5"	SUBFAMILY NOT NAMED	20					
PTHR11772:SF2	VIBCH|EnsemblGenome=VC_0991|UniProtKB=Q9KTB2	ASPARAGINE SYNTHETASE	107				cysteine protease(PC00081);ligase(PC00142)	
PTHR43433:SF9	VIBCH|EnsemblGenome=VC_2718|UniProtKB=Q9KNL4	SUBFAMILY NOT NAMED	7				hydrolase(PC00121)	
PTHR33317:SF1	VIBCH|EnsemblGenome=VC_0466|UniProtKB=Q9KUP9	"POLYNUCLEOTIDYL TRANSFERASE, RIBONUCLEASE H-LIKE SUPERFAMILY PROTEIN"	69		rRNA processing(GO:0006364)			
PTHR43047:SF32	VIBCH|EnsemblGenome=VC_1445|UniProtKB=Q9KS16	SUBFAMILY NOT NAMED	41	molecular transducer activity(GO:0060089);protein kinase activity(GO:0004672)	peptidyl-amino acid modification(GO:0018193);phosphorelay signal transduction system(GO:0000160);protein autophosphorylation(GO:0046777);signal transduction by protein phosphorylation(GO:0023014)	integral component of plasma membrane(GO:0005887);intracellular(GO:0005622)	esterase(PC00097);protein kinase(PC00193);transcription factor(PC00218)	
PTHR34390:SF2	VIBCH|EnsemblGenome=VC_0438|UniProtKB=Q9KUS7	INNER MEMBRANE PROTEIN YJJP	9					
PTHR30086:SF0	VIBCH|EnsemblGenome=VC_0481|UniProtKB=Q9KUN4	ARGININE EXPORTER PROTEIN ARGO	20	arginine transmembrane transporter activity(GO:0015181)	L-amino acid transport(GO:0015807);drug transport(GO:0015893)	plasma membrane(GO:0005886)		
PTHR30614:SF16	VIBCH|EnsemblGenome=VC_0009|UniProtKB=Q9KVX9	SUBFAMILY NOT NAMED	8			plasma membrane(GO:0005886)	amino acid transporter(PC00046)	
PTHR42908:SF8	VIBCH|EnsemblGenome=VC_2744|UniProtKB=Q9KNJ4	ELONGATION FACTOR FAMILY PROTEIN	76				G-protein(PC00020);hydrolase(PC00121);translation elongation factor(PC00222);translation initiation factor(PC00224)	
PTHR34653:SF1	VIBCH|EnsemblGenome=VC_2134|UniProtKB=Q9KQ68	FLAGELLAR HOOK-BASAL BODY COMPLEX PROTEIN FLIE	23					
PTHR43337:SF1	VIBCH|EnsemblGenome=VC_2278|UniProtKB=Q9KPT4	ADENINE PERMEASE ADEP-RELATED	73	nucleobase transmembrane transporter activity(GO:0015205)	purine nucleobase transport(GO:0006863)	plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR21499:SF54	VIBCH|EnsemblGenome=VC_0391|UniProtKB=Q9KUW8	ASPARTOKINASE	84	kinase activity(GO:0016301)	cellular amino acid biosynthetic process(GO:0008652)	cytosol(GO:0005829)	amino acid kinase(PC00045)	
PTHR43228:SF14	VIBCH|EnsemblGenome=VC_1651|UniProtKB=Q9KRI9	SUBFAMILY NOT NAMED	5	methyltransferase activity(GO:0008168);protein kinase activity(GO:0004672)	cellular amino acid metabolic process(GO:0006520)	intracellular(GO:0005622);plasma membrane(GO:0005886)	methyltransferase(PC00155);protein kinase(PC00193);transcription factor(PC00218)	
PTHR12677:SF24	VIBCH|EnsemblGenome=VC_1723|UniProtKB=Q9KRB9	SUBFAMILY NOT NAMED	82					
PTHR32248:SF4	VIBCH|EnsemblGenome=VC_2529|UniProtKB=Q9KP49	RNA POLYMERASE SIGMA-54 FACTOR	25					
PTHR43595:SF2	VIBCH|EnsemblGenome=VC_2694|UniProtKB=Q9KNN7	"37S RIBOSOMAL PROTEIN S26, MITOCHONDRIAL"	56	oxidoreductase activity(GO:0016491)			oxidoreductase(PC00176)	
PTHR11638:SF111	VIBCH|EnsemblGenome=VC_1144|UniProtKB=Q9KSW2	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPA	14					
PTHR30160:SF21	"VIBCH|EnsemblGenome=VC_0225|UniProtKB=Q9KVC1,VIBCH|EnsemblGenome=VC_0235|UniProtKB=Q9KVB1"	"LIPOPOLYSACCHARIDE 1,2-N-ACETYLGLUCOSAMINETRANSFERASE"	7	"transferase activity, transferring glycosyl groups(GO:0016757)"	carbohydrate derivative biosynthetic process(GO:1901137);cellular lipid metabolic process(GO:0044255);cellular polysaccharide biosynthetic process(GO:0033692);lipid biosynthetic process(GO:0008610);liposaccharide metabolic process(GO:1903509);oligosaccharide biosynthetic process(GO:0009312)	cytosol(GO:0005829)	carbohydrate kinase(PC00065);glycosyltransferase(PC00111)	
PTHR11444:SF22	VIBCH|EnsemblGenome=VC_1573|UniProtKB=Q9KRR3	SUBFAMILY NOT NAMED	7					
PTHR30390:SF7	VIBCH|EnsemblGenome=VC_2230|UniProtKB=Q9KPY2	PHOSPHOHEPTOSE ISOMERASE	9					
PTHR43826:SF6	VIBCH|EnsemblGenome=VC_A0137|UniProtKB=Q9KN29	GLYCEROL-3-PHOSPHATE TRANSPORTER	10	transmembrane transporter activity(GO:0022857)	anion transport(GO:0006820);cellular process(GO:0009987)	integral component of membrane(GO:0016021)	cation transporter(PC00068)	
PTHR35894:SF6	VIBCH|EnsemblGenome=VC_2445|UniProtKB=Q9KPC7	SUBFAMILY NOT NAMED	5					
PTHR30363:SF29	"VIBCH|EnsemblGenome=VC_A0940|UniProtKB=Q9KL10,VIBCH|EnsemblGenome=VC_1553|UniProtKB=Q9KRT3"	GLYCEROL-3-PHOSPHATE REGULON REPRESSOR	12	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	"transcription, DNA-templated(GO:0006351)"	intracellular(GO:0005622)	helix-turn-helix transcription factor(PC00116)	
PTHR30128:SF32	VIBCH|EnsemblGenome=VC_1835|UniProtKB=Q9KR12	PEPTIDOGLYCAN-ASSOCIATED LIPOPROTEIN	25			cell outer membrane(GO:0009279);plasma membrane(GO:0005886)		
PTHR11207:SF0	VIBCH|EnsemblGenome=VC_2461|UniProtKB=Q9KPB2	RIBONUCLEASE 3	111	double-stranded RNA binding(GO:0003725);endoribonuclease activity(GO:0004521)	RNA processing(GO:0006396)		endoribonuclease(PC00094)	
PTHR11061:SF46	VIBCH|EnsemblGenome=VC_A0929|UniProtKB=Q9KL20	23S RRNA (URACIL(747)-C(5))-METHYLTRANSFERASE RLMC	8	RNA methyltransferase activity(GO:0008173);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757)	rRNA base methylation(GO:0070475)		RNA methyltransferase(PC00033)	
PTHR13932:SF5	VIBCH|EnsemblGenome=VC_0455|UniProtKB=Q9KUR0	OXYGEN-INDEPENDENT COPROPORPHYRINOGEN-III OXIDASE-LIKE PROTEIN YGGW	76					
PTHR24421:SF48	VIBCH|EnsemblGenome=VC_1276|UniProtKB=Q9KSI0	SUBFAMILY NOT NAMED	4	protein kinase activity(GO:0004672)			protein kinase(PC00193)	
PTHR43412:SF5	VIBCH|EnsemblGenome=VC_0464|UniProtKB=Q9KUQ1	SUBFAMILY NOT NAMED	8				methyltransferase(PC00155);protein kinase(PC00193);transcription factor(PC00218)	
PTHR30629:SF2	VIBCH|EnsemblGenome=VC_A0281|UniProtKB=Q9KMP2	PROPHAGE INTEGRASE INTS-RELATED	17					
PTHR30622:SF4	VIBCH|EnsemblGenome=VC_0526|UniProtKB=Q9KUJ4	SUBFAMILY NOT NAMED	16					
PTHR11851:SF194	VIBCH|EnsemblGenome=VC_1709|UniProtKB=Q9KRD3	ZINC PROTEASE PQQL-RELATED	3					
PTHR21600:SF46	VIBCH|EnsemblGenome=VC_2028|UniProtKB=Q9KQH0	RIBOSOMAL LARGE SUBUNIT PSEUDOURIDINE SYNTHASE C	10	intramolecular transferase activity(GO:0016866)	pseudouridine synthesis(GO:0001522);rRNA modification(GO:0000154)			
PTHR30292:SF0	VIBCH|EnsemblGenome=VC_A0776|UniProtKB=Q9KLG8	UPF0271 PROTEIN YBGL	24					
PTHR43351:SF2	VIBCH|EnsemblGenome=VC_1304|UniProtKB=Q9KSF2	SUBFAMILY NOT NAMED	17	hydro-lyase activity(GO:0016836)	generation of precursor metabolites and energy(GO:0006091)		dehydratase(PC00091);hydratase(PC00120)	
PTHR38683:SF1	VIBCH|EnsemblGenome=VC_0095|UniProtKB=Q9KVP6	CHORISMATE PYRUVATE-LYASE	7	lyase activity(GO:0016829)	ubiquinone biosynthetic process(GO:0006744)	cytosol(GO:0005829)		
PTHR21631:SF3	VIBCH|EnsemblGenome=VC_0736|UniProtKB=Q9KTZ4	BIFUNCTIONAL GLYOXYLATE CYCLE PROTEIN	87	lyase activity(GO:0016829)			lyase(PC00144);mutase(PC00160);transferase(PC00220)	
PTHR47371:SF3	VIBCH|EnsemblGenome=VC_A0802|UniProtKB=Q9KLE4	SUBFAMILY NOT NAMED	27					
PTHR34982:SF4	VIBCH|EnsemblGenome=VC_2131|UniProtKB=Q9KQ70	SUBFAMILY NOT NAMED	5			cytosol(GO:0005829)		
PTHR32120:SF9	VIBCH|EnsemblGenome=VC_0340|UniProtKB=Q9KV18	"SMALL RIBOSOMAL SUBUNIT BIOGENESIS GTPASE RSGA 1, MITOCHONDRIAL-RELATED"	69					
PTHR21110:SF0	VIBCH|EnsemblGenome=VC_2348|UniProtKB=Q9KPL9	PHOSPHOPENTOMUTASE	18	intramolecular transferase activity(GO:0016866)		cytosol(GO:0005829)		
PTHR22911:SF58	VIBCH|EnsemblGenome=VC_0081|UniProtKB=Q9KVQ8	AROMATIC AMINO ACID EXPORTER YDDG	12			integral component of membrane(GO:0016021)	transporter(PC00227)	
PTHR11933:SF5	VIBCH|EnsemblGenome=VC_1128|UniProtKB=Q9KSX8	MITOCHONDRIAL TRNA-SPECIFIC 2-THIOURIDYLASE 1	90		tRNA wobble uridine modification(GO:0002098)		RNA methyltransferase(PC00033)	
PTHR36920:SF1	VIBCH|EnsemblGenome=VC_A0867|UniProtKB=P17266	OUTER MEMBRANE PROTEIN W	12		transmembrane transport(GO:0055085)	cell outer membrane(GO:0009279);plasma membrane(GO:0005886)		
PTHR23359:SF165	VIBCH|EnsemblGenome=VC_0986|UniProtKB=Q9KTB7	ADENYLATE KINASE 8	117	kinase activity(GO:0016301)	pyrimidine nucleobase metabolic process(GO:0006206)		nucleotide kinase(PC00172)	
PTHR24031:SF173	VIBCH|EnsemblGenome=VC_0305|UniProtKB=Q9KV52	ATP-DEPENDENT RNA HELICASE RHLB	9					
PTHR43811:SF20	VIBCH|EnsemblGenome=VC_0354|UniProtKB=Q9KV04	FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKPA	7	binding(GO:0005488);catalytic activity(GO:0003824)	cellular protein modification process(GO:0006464);protein folding(GO:0006457)	cytoplasm(GO:0005737)	calcium-binding protein(PC00060);chaperone(PC00072);isomerase(PC00135)	
PTHR34390:SF1	VIBCH|EnsemblGenome=VC_0439|UniProtKB=Q9KUS6	UPF0442 PROTEIN YJJB	15					
PTHR30537:SF5	"VIBCH|EnsemblGenome=VC_A0982|UniProtKB=Q9KKW8,VIBCH|EnsemblGenome=VC_1390|UniProtKB=Q9KS69,VIBCH|EnsemblGenome=VC_A0991|UniProtKB=Q9KKV9,VIBCH|EnsemblGenome=VC_A1058|UniProtKB=Q9KKP4,VIBCH|EnsemblGenome=VC_A0889|UniProtKB=Q9KL59"	HTH-TYPE TRANSCRIPTIONAL ACTIVATOR TTDR-RELATED	37	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	"transcription, DNA-templated(GO:0006351)"			
PTHR23152:SF4	VIBCH|EnsemblGenome=VC_2087|UniProtKB=Q9KQB3	GH27234P-RELATED	80					
PTHR10628:SF21	VIBCH|EnsemblGenome=VC_1784|UniProtKB=P0C6E9	SIALIDASE-1	63	hydrolase activity(GO:0016787)	carbohydrate metabolic process(GO:0005975);cellular lipid catabolic process(GO:0044242);ceramide metabolic process(GO:0006672);glycolipid metabolic process(GO:0006664);organonitrogen compound catabolic process(GO:1901565)	cytoplasm(GO:0005737);intracellular membrane-bounded organelle(GO:0043231)	hydrolase(PC00121)	
PTHR30287:SF1	VIBCH|EnsemblGenome=VC_A0781|UniProtKB=Q9KLG3	SUBFAMILY NOT NAMED	14			plasma membrane(GO:0005886)	ATP-binding cassette (ABC) transporter(PC00003)	
PTHR10291:SF0	VIBCH|EnsemblGenome=VC_2256|UniProtKB=Q9KPV6	DEHYDRODOLICHYL DIPHOSPHATE SYNTHASE 2	105	"transferase activity, transferring alkyl or aryl (other than methyl) groups(GO:0016765)"	alcohol metabolic process(GO:0006066);isoprenoid biosynthetic process(GO:0008299);organic hydroxy compound biosynthetic process(GO:1901617);small molecule biosynthetic process(GO:0044283)		acyltransferase(PC00042)	
PTHR23513:SF11	VIBCH|EnsemblGenome=VC_A0085|UniProtKB=Q9KN80	SUBFAMILY NOT NAMED	34					
PTHR43599:SF1	VIBCH|EnsemblGenome=VC_2333|UniProtKB=Q9KPN3	SUBFAMILY NOT NAMED	3			cytosol(GO:0005829)	ligase(PC00142)	
PTHR23522:SF10	VIBCH|EnsemblGenome=VC_0302|UniProtKB=Q9KV55	3-PHENYLPROPIONIC ACID TRANSPORTER-RELATED	7	carbohydrate binding(GO:0030246);carbohydrate transmembrane transporter activity(GO:0015144);solute:proton symporter activity(GO:0015295)	oligosaccharide transport(GO:0015772)	integral component of plasma membrane(GO:0005887)		
PTHR30540:SF91	VIBCH|EnsemblGenome=VC_A0529|UniProtKB=Q9KM59	LOW AFFINITY POTASSIUM TRANSPORT SYSTEM PROTEIN KUP	55					
PTHR11814:SF215	VIBCH|EnsemblGenome=VC_A0103|UniProtKB=Q9KN62	SUBFAMILY NOT NAMED	10					
PTHR38605:SF1	VIBCH|EnsemblGenome=VC_1306|UniProtKB=Q9KSF0	SUBFAMILY NOT NAMED	7					
PTHR40041:SF4	VIBCH|EnsemblGenome=VC_1074|UniProtKB=Q9KT31	SUBFAMILY NOT NAMED	14				metalloprotease(PC00153)	
PTHR43491:SF1	VIBCH|EnsemblGenome=VC_0918|UniProtKB=Q9KTI4	UDP-N-ACETYL-D-MANNOSAMINE DEHYDROGENASE	18		carbohydrate metabolic process(GO:0005975)		dehydrogenase(PC00092)	
PTHR30081:SF13	VIBCH|EnsemblGenome=VC_A0693|UniProtKB=Q9KLQ0	SUBFAMILY NOT NAMED	2		protein transport(GO:0015031)	integral component of plasma membrane(GO:0005887)		
PTHR35091:SF4	VIBCH|EnsemblGenome=VC_2127|UniProtKB=Q9KQ74	FLAGELLAR PROTEIN FLIL	8		cell motility(GO:0048870)	cell projection part(GO:0044463);non-membrane-bounded organelle(GO:0043228);organelle part(GO:0044422)		
PTHR43478:SF1	VIBCH|EnsemblGenome=VC_1131|UniProtKB=Q9KSX5	SUBFAMILY NOT NAMED	11					
PTHR33280:SF1	VIBCH|EnsemblGenome=VC_2679|UniProtKB=Q9KNQ2	"50S RIBOSOMAL PROTEIN L31, CHLOROPLASTIC"	79					
PTHR36112:SF1	VIBCH|EnsemblGenome=VC_0073|UniProtKB=Q9KVR6	RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE J	16					
PTHR30146:SF2	VIBCH|EnsemblGenome=VC_0289|UniProtKB=Q9KV68	HTH-TYPE TRANSCRIPTIONAL REGULATOR GNTR	6	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	"transcription, DNA-templated(GO:0006351)"		Lambda repressor-like transcription factor(PC00245);winged helix/forkhead transcription factor(PC00246)	
PTHR30592:SF2	VIBCH|EnsemblGenome=VC_1519|UniProtKB=Q9KRW5	SUBFAMILY NOT NAMED	3					
PTHR11680:SF28	VIBCH|EnsemblGenome=VC_A0278|UniProtKB=Q9KMP4	"SERINE HYDROXYMETHYLTRANSFERASE, MITOCHONDRIAL"	120	"amino acid binding(GO:0016597);cofactor binding(GO:0048037);drug binding(GO:0008144);heterocyclic compound binding(GO:1901363);organic cyclic compound binding(GO:0097159);transferase activity, transferring one-carbon groups(GO:0016741);zinc ion binding(GO:0008270)"	cellular amino acid biosynthetic process(GO:0008652);cellular amino acid catabolic process(GO:0009063);cellular response to organic cyclic compound(GO:0071407);cellular response to organonitrogen compound(GO:0071417);cellular response to oxygen-containing compound(GO:1901701);drug metabolic process(GO:0017144);folic acid-containing compound metabolic process(GO:0006760);regulation of neurotransmitter levels(GO:0001505);response to acid chemical(GO:0001101)		methyltransferase(PC00155)	
PTHR30183:SF3	VIBCH|EnsemblGenome=VC_A0725|UniProtKB=Q9KLL8	MOLYBDENUM TRANSPORT SYSTEM PERMEASE PROTEIN MODB	24			plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR30085:SF7	VIBCH|EnsemblGenome=VC_1362|UniProtKB=Q9KS97	AMINO-ACID ABC TRANSPORTER-BINDING PROTEIN YHDW-RELATED	9					
PTHR31817:SF0	VIBCH|EnsemblGenome=VC_A1023|UniProtKB=Q9KKS7	SUBFAMILY NOT NAMED	11					
PTHR11632:SF70	VIBCH|EnsemblGenome=VC_2656|UniProtKB=Q9KNS5	FUMARATE REDUCTASE FLAVOPROTEIN SUBUNIT	7	electron transfer activity(GO:0009055);succinate dehydrogenase activity(GO:0000104)	anaerobic respiration(GO:0009061)	plasma membrane protein complex(GO:0098797);respiratory chain complex II(GO:0045273)	dehydrogenase(PC00092);oxidase(PC00175)	
PTHR36837:SF3	VIBCH|EnsemblGenome=VC_A0688|UniProtKB=Q9KLQ4	SUBFAMILY NOT NAMED	6					
PTHR38037:SF2	"VIBCH|EnsemblGenome=VC_A0514|UniProtKB=Q9KM74,VIBCH|EnsemblGenome=VC_1162|UniProtKB=Q9KSU4"	SUBFAMILY NOT NAMED	5					
PTHR30258:SF1	"VIBCH|EnsemblGenome=VC_2424|UniProtKB=Q9KPE4,VIBCH|EnsemblGenome=VC_0835|UniProtKB=P29480"	BACTERIOPHAGE ADSORPTION PROTEIN B-RELATED	29	ATPase activity(GO:0016887)		plasma membrane(GO:0005886)	transporter(PC00227)	
PTHR21091:SF169	VIBCH|EnsemblGenome=VC_0332|UniProtKB=Q9KV26	UROPORPHYRINOGEN DECARBOXYLASE	82					
PTHR10724:SF1	VIBCH|EnsemblGenome=VC_2716|UniProtKB=Q9KNL6	S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN 1	58	mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	formation of translation initiation ternary complex(GO:0001677);translational elongation(GO:0006414);translational termination(GO:0006415)		nucleic acid binding(PC00171)	
PTHR43280:SF6	VIBCH|EnsemblGenome=VC_1260|UniProtKB=Q9KSJ6	SUBFAMILY NOT NAMED	3	catalytic activity(GO:0003824)	biosynthetic process(GO:0009058);catabolic process(GO:0009056);cellular process(GO:0009987)		RNA binding protein(PC00031);hydrolase(PC00121);transcription factor(PC00218)	
PTHR43649:SF12	VIBCH|EnsemblGenome=VC_A1033|UniProtKB=Q9KKR8	SUBFAMILY NOT NAMED	15					
PTHR30636:SF3	VIBCH|EnsemblGenome=VC_0209|UniProtKB=Q9KVD7	UPF0701 PROTEIN YICC	26					
PTHR44936:SF5	VIBCH|EnsemblGenome=VC_2713|UniProtKB=Q9KNL9	OSMOLARITY SENSOR PROTEIN ENVZ	31					
PTHR24184:SF15	VIBCH|EnsemblGenome=VC_1584|UniProtKB=Q9KRQ2	SI:CH211-189E2.2	98					
PTHR43413:SF3	VIBCH|EnsemblGenome=VC_0071|UniProtKB=Q9KVR8	REGULATORY PROTEIN ASNC	16				winged helix/forkhead transcription factor(PC00246)	
PTHR11265:SF0	VIBCH|EnsemblGenome=VC_2409|UniProtKB=Q9KPF9	METHYLTRANSFERASE-LIKE PROTEIN 15-RELATED	109	RNA methyltransferase activity(GO:0008173);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757)	rRNA base methylation(GO:0070475)		methyltransferase(PC00155)	
PTHR35093:SF3	VIBCH|EnsemblGenome=VC_A0862|UniProtKB=Q9KL84	LONG-CHAIN FATTY ACID TRANSPORT PROTEIN	7	channel activity(GO:0015267);lipid transporter activity(GO:0005319);monocarboxylic acid transmembrane transporter activity(GO:0008028)	long-chain fatty acid transport(GO:0015909)	intrinsic component of cell outer membrane(GO:0031230);plasma membrane(GO:0005886)		
PTHR35566:SF1	VIBCH|EnsemblGenome=VC_A0114|UniProtKB=Q9KN51	SUBFAMILY NOT NAMED	11					
PTHR38032:SF1	VIBCH|EnsemblGenome=VC_A1085|UniProtKB=Q9KKL8	SUBFAMILY NOT NAMED	8					
PTHR43295:SF1	VIBCH|EnsemblGenome=VC_A0815|UniProtKB=Q9KLD1	ARGININE DECARBOXYLASE 1-RELATED	76	lyase activity(GO:0016829)	ammonium ion metabolic process(GO:0097164);cellular amino acid metabolic process(GO:0006520);cellular nitrogen compound biosynthetic process(GO:0044271);organonitrogen compound biosynthetic process(GO:1901566)		decarboxylase(PC00089)	
PTHR30290:SF38	VIBCH|EnsemblGenome=VC_0620|UniProtKB=Q9KUA3	SUBFAMILY NOT NAMED	32	peptide transmembrane transporter activity(GO:1904680)		outer membrane-bounded periplasmic space(GO:0030288);plasma membrane(GO:0005886)	ATP-binding cassette (ABC) transporter(PC00003)	
PTHR21581:SF27	VIBCH|EnsemblGenome=VC_A0870|UniProtKB=Q9KL77	D-ALANYL-D-ALANINE ENDOPEPTIDASE	9	endopeptidase activity(GO:0004175)			serine protease(PC00203)	
PTHR30506:SF2	VIBCH|EnsemblGenome=VC_2115|UniProtKB=Q9KQ86	UPF0126 INNER MEMBRANE PROTEIN YICG	8			plasma membrane(GO:0005886)		
PTHR43213:SF7	VIBCH|EnsemblGenome=VC_0418|UniProtKB=Q9KUU7	MAF-LIKE PROTEIN YHDE	10				methyltransferase(PC00155)	
PTHR11766:SF0	VIBCH|EnsemblGenome=VC_0465|UniProtKB=Q9KUQ0	"TYROSINE--TRNA LIGASE, MITOCHONDRIAL"	119	"catalytic activity, acting on RNA(GO:0140098);ligase activity(GO:0016874)"	cellular amino acid metabolic process(GO:0006520);tRNA metabolic process(GO:0006399)	cytosol(GO:0005829)	aminoacyl-tRNA synthetase(PC00047);nucleic acid binding(PC00171)	
