Longname	Mapped	Info	Panth_fam	Pant_prot_class	Species	Molecular_function	Bio_process	Cellular_component
VIBCH|EnsemblGenome=VC_A0798|UniProtKB=Q9KLE8	VC_A0798	CbbY family protein;VC_A0798;ortholog	6-PHOSPHOGLUCONATE PHOSPHATASE (PTHR46193:SF13)		Vibrio cholerae	2-deoxyglucose-6-phosphatase activity(GO:0003850);glucose-6-phosphatase activity(GO:0004346);hydrolase activity(GO:0016787)	metabolic process(GO:0008152);dephosphorylation(GO:0016311)	
VIBCH|EnsemblGenome=VC_0850|UniProtKB=P0C6P8	VC_0850	UPF0125 protein VC_0850;VC_0850;ortholog	UPF0125 PROTEIN RATB (PTHR37483:SF1)		Vibrio cholerae			
VIBCH|EnsemblGenome=VC_0928|UniProtKB=Q9KTH4	VC_0928	Uncharacterized protein;VC_0928;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0037|UniProtKB=Q9KNC8	VC_A0037	Uncharacterized protein;VC_A0037;ortholog	SUBFAMILY NOT NAMED (PTHR36302:SF1)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2606|UniProtKB=Q9KNX4	VC_2606	Glutathione-regulated potassium-efflux system protein KefB;kefB;ortholog	K(+) EFFLUX ANTIPORTER 3, CHLOROPLASTIC (PTHR46157:SF4)	transporter(PC00227)	Vibrio cholerae	cation transmembrane transporter activity(GO:0008324);potassium ion transmembrane transporter activity(GO:0015079);antiporter activity(GO:0015297);solute:proton antiporter activity(GO:0015299);glutathione-regulated potassium exporter activity(GO:0015503);inorganic cation transmembrane transporter activity(GO:0022890)	ion transport(GO:0006811);cation transport(GO:0006812);potassium ion transport(GO:0006813);transmembrane transport(GO:0055085);potassium ion transmembrane transport(GO:0071805);proton transmembrane transport(GO:1902600)	plasma membrane(GO:0005886);integral component of plasma membrane(GO:0005887);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2056|UniProtKB=Q9KQE4	VC_2056	Heme exporter protein B;VC_2056;ortholog	CYTOCHROME C BIOGENESIS CCMB-LIKE MITOCHONDRIAL PROTEIN-RELATED (PTHR30070:SF1)		Vibrio cholerae	heme transporter activity(GO:0015232)	heme transport(GO:0015886);cytochrome complex assembly(GO:0017004)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021);ATP-binding cassette (ABC) transporter complex(GO:0043190)
VIBCH|EnsemblGenome=VC_1350|UniProtKB=Q9KSA9	VC_1350	Antioxidant, putative;VC_1350;ortholog	PEROXIREDOXIN-5, MITOCHONDRIAL (PTHR10430:SF16)		Vibrio cholerae	antioxidant activity(GO:0016209);oxidoreductase activity(GO:0016491)	cell redox homeostasis(GO:0045454);oxidation-reduction process(GO:0055114);cellular oxidant detoxification(GO:0098869)	cell(GO:0005623)
VIBCH|EnsemblGenome=VC_1417|UniProtKB=Q9KS44	VC_1417	Uncharacterized protein;VC_1417;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0309|UniProtKB=Q9KV48	VC_0309	3-octaprenyl-4-hydroxybenzoate carboxy-lyase;ubiD;ortholog	FERULIC ACID DECARBOXYLASE 1 (PTHR30108:SF17)	decarboxylase(PC00089)	Vibrio cholerae	molecular_function(GO:0003674);3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity(GO:0008694);lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831);cofactor binding(GO:0048037)	ubiquinone biosynthetic process(GO:0006744);biological_process(GO:0008150)	cellular_component(GO:0005575);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020)
VIBCH|EnsemblGenome=VC_0843|UniProtKB=H9L4P5	VC_0843	TagE protein;VC_0843;ortholog	MUREIN DD-ENDOPEPTIDASE MEPM (PTHR21666:SF270)		Vibrio cholerae			membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0995|UniProtKB=Q9KTA8	VC_0995	PTS system, N-acetylglucosamine-specific IIABC component;VC_0995;ortholog	PTS SYSTEM N-ACETYLGLUCOSAMINE-SPECIFIC EIICBA COMPONENT (PTHR30009:SF4)		Vibrio cholerae	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity(GO:0008982);N-acetylglucosamine transmembrane transporter activity(GO:0015572);kinase activity(GO:0016301);transferase activity(GO:0016740)	carbohydrate transport(GO:0008643);phosphoenolpyruvate-dependent sugar phosphotransferase system(GO:0009401);N-acetylglucosamine transport(GO:0015764);phosphorylation(GO:0016310);carbohydrate transmembrane transport(GO:0034219)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021);organelle inner membrane(GO:0019866)
VIBCH|EnsemblGenome=VC_0652|UniProtKB=Q9KU71	VC_0652	Protease, putative;VC_0652;ortholog	SUBFAMILY NOT NAMED (PTHR30217:SF3)	protease(PC00190)	Vibrio cholerae	peptidase activity(GO:0008233)	proteolysis(GO:0006508)	
VIBCH|EnsemblGenome=VC_1624|UniProtKB=Q9KRL3	VC_1624	Carboxynorspermidine synthase;VC_1624;ortholog	SUBFAMILY NOT NAMED (PTHR43796:SF2)		Vibrio cholerae	molecular_function(GO:0003674);oxidoreductase activity(GO:0016491)	polyamine biosynthetic process(GO:0006596);biological_process(GO:0008150);oxidation-reduction process(GO:0055114)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2602|UniProtKB=Q9KNX8	VC_2602	Adenylosuccinate synthetase;purA;ortholog	ADENYLOSUCCINATE SYNTHETASE (PTHR11846:SF0)	ligase(PC00142)	Vibrio cholerae	nucleotide binding(GO:0000166);adenylosuccinate synthase activity(GO:0004019);GTP binding(GO:0005525);ligase activity(GO:0016874);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);purine ribonucleotide biosynthetic process(GO:0009152);'de novo' AMP biosynthetic process(GO:0044208);IMP metabolic process(GO:0046040)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1060|UniProtKB=Q9KT45	VC_1060	SohB protein, peptidase U7 family;VC_1060;ortholog	PROTEASE SOHB-RELATED (PTHR42987:SF1)		Vibrio cholerae	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233)	proteolysis(GO:0006508)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1659|UniProtKB=Q9KRI2	VC_1659	Uncharacterized protein;VC_1659;ortholog	UPF0194 MEMBRANE PROTEIN YBHG (PTHR32347:SF23)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_A0087|UniProtKB=Q9KN78	VC_A0087	Uncharacterized protein;VC_A0087;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_1548|UniProtKB=H9L4R2	VC_1548	Uncharacterized protein;VC_1548;ortholog			Vibrio cholerae		cellular response to iron ion(GO:0071281)	
VIBCH|EnsemblGenome=VC_2227|UniProtKB=Q9KPY5	VC_2227	Phosphoribosylglycinamide formyltransferase;purN;ortholog	TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3 (PTHR43369:SF2)	hydrolase(PC00121);ligase(PC00142);transferase(PC00220)	Vibrio cholerae	phosphoribosylglycinamide formyltransferase activity(GO:0004644);transferase activity(GO:0016740);hydroxymethyl-, formyl- and related transferase activity(GO:0016742)	purine nucleotide biosynthetic process(GO:0006164);'de novo' IMP biosynthetic process(GO:0006189);biosynthetic process(GO:0009058);purine ribonucleotide biosynthetic process(GO:0009152)	
VIBCH|EnsemblGenome=VC_2657|UniProtKB=Q9KNS4	VC_2657	Succinate dehydrogenase iron-sulfur subunit;VC_2657;ortholog	FUMARATE REDUCTASE IRON-SULFUR SUBUNIT (PTHR43551:SF2)	dehydrogenase(PC00092)	Vibrio cholerae	succinate dehydrogenase activity(GO:0000104);succinate dehydrogenase (ubiquinone) activity(GO:0008177);electron transfer activity(GO:0009055);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);3 iron, 4 sulfur cluster binding(GO:0051538);4 iron, 4 sulfur cluster binding(GO:0051539)	tricarboxylic acid cycle(GO:0006099);anaerobic respiration(GO:0009061);electron transport chain(GO:0022900);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_2659|UniProtKB=Q9KNS2	VC_2659	Fumarate reductase subunit D;frdD;ortholog			Vibrio cholerae	succinate dehydrogenase activity(GO:0000104)	fumarate metabolic process(GO:0006106);anaerobic respiration(GO:0009061)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A0473|UniProtKB=Q9KMA4	VC_A0473	Acetyltransferase, putative;VC_A0473;ortholog	SUBFAMILY NOT NAMED (PTHR43300:SF6)	acetyltransferase(PC00038);lyase(PC00144)	Vibrio cholerae	acetyltransferase activity(GO:0016407);transferase activity(GO:0016740)	biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_1356|UniProtKB=Q9KSA3	VC_1356	Sulfurtransferase;VC_1356;ortholog	SULFURTRANSFERASE TUSE (PTHR37010:SF1)		Vibrio cholerae	transferase activity(GO:0016740);hydrogensulfite reductase activity(GO:0018551)	sulfur compound metabolic process(GO:0006790);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_0259|UniProtKB=H9L4P1	VC_0259	Lipopolysaccharide biosynthesis protein RfbV;VC_0259;ortholog	SUBFAMILY NOT NAMED (PTHR12526:SF565)		Vibrio cholerae	transferase activity, transferring hexosyl groups(GO:0016758)		membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_1561|UniProtKB=Q9KRS5	VC_1561	Transcriptional regulator, LysR family;VC_1561;ortholog	SUBFAMILY NOT NAMED (PTHR30118:SF15)	helix-turn-helix transcription factor(PC00116)	Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_0162|UniProtKB=Q9KVI4	VC_0162	Ketol-acid reductoisomerase (NADP(+));ilvC;ortholog	KETOL-ACID REDUCTOISOMERASE, MITOCHONDRIAL (PTHR21371:SF1)		Vibrio cholerae	nucleotide binding(GO:0000166);ketol-acid reductoisomerase activity(GO:0004455);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	cellular amino acid biosynthetic process(GO:0008652);branched-chain amino acid biosynthetic process(GO:0009082);isoleucine biosynthetic process(GO:0009097);valine biosynthetic process(GO:0009099);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_A0165|UniProtKB=Q9KN01	VC_A0165	GGDEF family protein;VC_A0165;ortholog	DIGUANYLATE CYCLASE DGCM-RELATED (PTHR45138:SF9)		Vibrio cholerae		biological_process(GO:0008150)	
VIBCH|EnsemblGenome=VC_A0475|UniProtKB=Q9KMA2	VC_A0475	Doc protein;VC_A0475;ortholog	SUBFAMILY NOT NAMED (PTHR39426:SF1)		Vibrio cholerae	kinase activity(GO:0016301)	cell death(GO:0008219);phosphorylation(GO:0016310)	
VIBCH|EnsemblGenome=VC_1359|UniProtKB=Q9KSA0	VC_1359	Amino acid ABC transporter, ATP-binding protein;VC_1359;ortholog	SUBFAMILY NOT NAMED (PTHR43166:SF4)	ATP-binding cassette (ABC) transporter(PC00003)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);amino acid-transporting ATPase activity(GO:0015424);ATPase activity(GO:0016887)	amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865)	
VIBCH|EnsemblGenome=VC_A0790|UniProtKB=Q9KLF4	VC_A0790	Uncharacterized protein;VC_A0790;ortholog	PROPHAGE INTEGRASE INTE (PTHR30349:SF41)		Vibrio cholerae	molecular_function(GO:0003674);DNA binding(GO:0003677)	DNA recombination(GO:0006310);biological_process(GO:0008150);DNA integration(GO:0015074)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0170|UniProtKB=Q9KVH6	VC_0170	Peptide ABC transporter, ATP-binding protein;VC_0170;ortholog	SUBFAMILY NOT NAMED (PTHR43297:SF2)	ATP-binding cassette (ABC) transporter(PC00003)	Vibrio cholerae	nucleotide binding(GO:0000166);ATP binding(GO:0005524);peptide transmembrane transporter activity(GO:0015197);ATPase activity(GO:0016887);ATPase activity, coupled to transmembrane movement of substances(GO:0042626);peptide transmembrane transporter activity(GO:1904680)	peptide transport(GO:0015833);transmembrane transport(GO:0055085)	
VIBCH|EnsemblGenome=VC_1092|UniProtKB=Q9KT13	VC_1092	Oligopeptide ABC transporter, permease protein;VC_1092;ortholog	OLIGOPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN OPPB (PTHR30465:SF74)	transporter(PC00227)	Vibrio cholerae	oligopeptide-transporting ATPase activity(GO:0015421);transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);oligopeptide transmembrane transport(GO:0035672);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_A1052|UniProtKB=Q9KKQ0	VC_A1052	Probable membrane transporter protein;VC_A1052;ortholog	SUBFAMILY NOT NAMED (PTHR30269:SF29)		Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);plasma membrane(GO:0005886);membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0393|UniProtKB=Q9KUW6	VC_0393	Uncharacterized protein;VC_0393;ortholog	O-ANTIGEN LIGASE (PTHR37422:SF10)		Vibrio cholerae			membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0841|UniProtKB=Q9KTQ6	VC_0841	Accessory colonization factor AcfC;VC_0841;ortholog	THIOSULFATE-BINDING PROTEIN (PTHR30368:SF1)		Vibrio cholerae	ATPase-coupled sulfate transmembrane transporter activity(GO:0015419)	sulfate transport(GO:0008272);pathogenesis(GO:0009405);ATP hydrolysis coupled anion transmembrane transport(GO:0099133);sulfate transmembrane transport(GO:1902358)	
VIBCH|EnsemblGenome=VC_1384|UniProtKB=Q9KS75	VC_1384	Uncharacterized protein;VC_1384;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_0326|UniProtKB=Q9KV32	VC_0326	50S ribosomal protein L10;rplJ;ortholog	39S RIBOSOMAL PROTEIN L10, MITOCHONDRIAL (PTHR11560:SF8)		Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	translation(GO:0006412);ribosome biogenesis(GO:0042254)	intracellular(GO:0005622);ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_1041|UniProtKB=Q9KT64	VC_1041	Phosphotyrosine protein phosphatase;VC_1041;ortholog	LOW MOLECULAR WEIGHT PHOSPHOTYROSINE PROTEIN PHOSPHATASE (PTHR11717:SF7)		Vibrio cholerae	protein tyrosine phosphatase activity(GO:0004725)	protein dephosphorylation(GO:0006470);peptidyl-tyrosine dephosphorylation(GO:0035335)	
VIBCH|EnsemblGenome=VC_A1020|UniProtKB=Q9KKT0	VC_A1020	Transcriptional regulator, LysR family;VC_A1020;ortholog	SUBFAMILY NOT NAMED (PTHR30126:SF21)		Vibrio cholerae	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	
VIBCH|EnsemblGenome=VC_1658|UniProtKB=Q9KRI3	VC_1658	Serine transporter;VC_1658;ortholog	SERINE TRANSPORTER (PTHR35334:SF2)		Vibrio cholerae	L-serine transmembrane transporter activity(GO:0015194)	amino acid transmembrane transport(GO:0003333);L-serine transport(GO:0015825)	membrane(GO:0016020);integral component of membrane(GO:0016021)
VIBCH|EnsemblGenome=VC_2661|UniProtKB=Q9KNS0	VC_2661	Uncharacterized protein;VC_2661;ortholog	L-LYSINE 2,3-AMINOMUTASE (PTHR30538:SF1)	mutase(PC00160)	Vibrio cholerae	molecular_function(GO:0003674);catalytic activity(GO:0003824);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0571|UniProtKB=Q9KUF0	VC_0571	30S ribosomal protein S9;rpsI;ortholog	28S RIBOSOMAL PROTEIN S9, MITOCHONDRIAL (PTHR21569:SF1)		Vibrio cholerae	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000462);translation(GO:0006412)	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:0030529)
VIBCH|EnsemblGenome=VC_A0099|UniProtKB=Q9KN66	VC_A0099	Oxidoreductase, Gfo/Idh/MocA family;VC_A0099;ortholog	SUBFAMILY NOT NAMED (PTHR43708:SF5)	dehydrogenase(PC00092)	Vibrio cholerae	oxidoreductase activity(GO:0016491)	metabolic process(GO:0008152);oxidation-reduction process(GO:0055114)	
VIBCH|EnsemblGenome=VC_0034|UniProtKB=P32557	VC_0034	Thiol:disulfide interchange protein DsbA;dsbA;ortholog	THIOL:DISULFIDE INTERCHANGE PROTEIN DSBA (PTHR35891:SF2)		Vibrio cholerae	protein disulfide isomerase activity(GO:0003756);protein disulfide oxidoreductase activity(GO:0015035)	protein folding(GO:0006457);pathogenesis(GO:0009405);cell redox homeostasis(GO:0045454);oxidation-reduction process(GO:0055114)	periplasmic space(GO:0042597)
VIBCH|EnsemblGenome=VC_2184|UniProtKB=Q9KQ21	VC_2184	Peptidyl-tRNA hydrolase;pth;ortholog	PEPTIDYL-TRNA HYDROLASE-RELATED (PTHR17224:SF1)		Vibrio cholerae	aminoacyl-tRNA hydrolase activity(GO:0004045);hydrolase activity(GO:0016787)		cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1225|UniProtKB=Q9KSN1	VC_1225	Uncharacterized protein;VC_1225;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_2451|UniProtKB=H9L4Q9	VC_2451	GTP pyrophosphokinase;VC_2451;ortholog	GTP DIPHOSPHOKINASE RSH3, CHLOROPLASTIC-RELATED (PTHR21262:SF0)	pyrophosphatase(PC00196)	Vibrio cholerae	GTP diphosphokinase activity(GO:0008728);guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity(GO:0008893);kinase activity(GO:0016301)	guanosine tetraphosphate metabolic process(GO:0015969);phosphorylation(GO:0016310);response to starvation(GO:0042594)	cell wall(GO:0005618);plasma membrane(GO:0005886)
VIBCH|EnsemblGenome=VC_A0948|UniProtKB=Q9KL02	VC_A0948	Uncharacterized protein;VC_A0948;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
VIBCH|EnsemblGenome=VC_0225|UniProtKB=Q9KVC1	VC_0225	Lipopolysaccharide biosynthesis protein, putative;VC_0225;ortholog	LIPOPOLYSACCHARIDE 1,2-N-ACETYLGLUCOSAMINETRANSFERASE (PTHR30160:SF21)	carbohydrate kinase(PC00065);glycosyltransferase(PC00111)	Vibrio cholerae	ADP-heptose-lipopolysaccharide heptosyltransferase activity(GO:0008713);lipopolysaccharide heptosyltransferase activity(GO:0008920);transferase activity, transferring glycosyl groups(GO:0016757)	metabolic process(GO:0008152);lipopolysaccharide core region biosynthetic process(GO:0009244)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0287|UniProtKB=Q9KMN7	VC_A0287	Threonine--tRNA ligase;thrS;ortholog	THREONINE--TRNA LIGASE (PTHR11451:SF31)	ligase(PC00142)	Vibrio cholerae	tRNA binding(GO:0000049);nucleotide binding(GO:0000166);RNA binding(GO:0003723);aminoacyl-tRNA ligase activity(GO:0004812);threonine-tRNA ligase activity(GO:0004829);ATP binding(GO:0005524);ligase activity(GO:0016874);metal ion binding(GO:0046872)	translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);threonyl-tRNA aminoacylation(GO:0006435);tRNA aminoacylation(GO:0043039)	cytoplasm(GO:0005737)
VIBCH|EnsemblGenome=VC_1408|UniProtKB=Q9KS52	VC_1408	Transcriptional regulator, TetR family;VC_1408;ortholog	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR (PTHR30055:SF164)		Vibrio cholerae	transcription regulatory region sequence-specific DNA binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	transcription, DNA-templated(GO:0006351);regulation of transcription, DNA-templated(GO:0006355)	cytosol(GO:0005829)
VIBCH|EnsemblGenome=VC_A0799|UniProtKB=Q9KLE7	VC_A0799	Uncharacterized protein;VC_A0799;ortholog			Vibrio cholerae	molecular_function(GO:0003674)	biological_process(GO:0008150)	cellular_component(GO:0005575)
